"6667","small_airport","Timber Line Airpark","37","-94","US","US-MO"
"45686","heliport","Race City Heliport","36","-81","US","US-NC"
"6668","small_airport","Benes Service Airport","41","-97","US","US-NE"
"6669","seaplane_base","Iroquois Landing Seaplane Base","45","-71","US","US-NH"
"6670","heliport","Penske Heliport","41","-74","US","US-NJ"
"6671","small_airport","Paiute Meadows Airport","41","-119","US","US-NV"
"6672","heliport","Hansen Heliport","43","-76","US","US-NY"
"6673","small_airport","Zimmerman Airport","41","-83","US","US-OH"
"6674","small_airport","Murtha Airport","42","-81","US","US-OH"
"6675","heliport","Canon Heliport","35","-98","US","US-OK"
"6676","small_airport","Rowena Dell Airport","46","-121","US","US-OR"
"6677","heliport","Stottle Memorial Heliport","40","-78","US","US-PA"
"6678","heliport","Lag Iii Heliport","40","-80","US","US-PA"
"6679","heliport","Peco Berwyn Heliport","40","-75","US","US-PA"
"6680","small_airport","Cuylers Airport","18","-66","PR","PR-U-A"
"6681","small_airport","Hughes Ultralightport","42","-77","US","US-PA"
"6682","small_airport","Harpers Airport","33","-81","US","US-SC"
"6683","small_airport","Wise River Airport","46","-113","US","US-MT"
"6684","heliport","Matagorda Shore Facility Heliport","29","-96","US","US-TX"
"6685","heliport","Baylor Medical Center Heliport","32","-97","US","US-TX"
"6686","small_airport","Ellis Field","36","-87","US","US-TN"
"6687","heliport","Fwomc Heliport","33","-97","US","US-TX"
"6688","small_airport","The Palms At Kitty Hawk Airport","33","-102","US","US-TX"
"6689","small_airport","Lucin Airport","41","-114","US","US-UT"
"6690","small_airport","The Greenhouse Airport","38","-78","US","US-VA"
"6691","heliport","Northstar Aviation Heliport","37","-82","US","US-VA"
"6692","small_airport","Cawleys South Prairie Airport","47","-122","US","US-WA"
"6693","small_airport","Beer Airport","45","-93","US","US-WI"
"6694","small_airport","Fowler Field","49","-119","US","US-WA"
"6695","small_airport","Seidel Ranch Airport","30","-98","US","US-TX"
"6696","seaplane_base","Joe Clouds Seaplane Base","61","-151","US","US-AK"
"6697","heliport","Jackson County Hospital Heliport","35","-86","US","US-AL"
"6698","heliport","Hscmh Heliport","34","-93","US","US-AR"
"6699","small_airport","Thompson International Aviation Airport","31","-110","US","US-AZ"
"6700","heliport","Grossmont Hospital Heliport","33","-117","US","US-CA"
"6701","small_airport","Kugel-Strong Airport","40","-105","US","US-CO"
"6702","small_airport","Lake Persimmon Airstrip","27","-81","US","US-FL"
"6703","small_airport","Tharpe Airport","31","-86","US","US-FL"
"6704","heliport","Ranger Heliport","27","-80","US","US-FL"
"6705","small_airport","Clarks Dream Strip","40","-83","US","US-OH"
"6706","small_airport","East Field","42","-92","US","US-IA"
"6707","small_airport","Flying Y Ranch Airport","45","-117","US","US-ID"
"6708","small_airport","Davis Field Ultralightport","38","-88","US","US-IN"
"6709","small_airport","Wix Airport","41","-88","US","US-IL"
"6710","small_airport","Heinzman Airport","40","-86","US","US-IN"
"6711","heliport","St Anthony's Hospital Heliport","39","-90","US","US-IL"
"6712","heliport","Valley Grain Heliport","40","-95","US","US-KS"
"6713","small_airport","Flying H Farms Airport","38","-88","US","US-KY"
"6714","heliport","Damien Heliport","30","-91","US","US-LA"
"6715","heliport","Fmc Nr 1 Heliport","32","-92","US","US-LA"
"6716","seaplane_base","Lakeside Marina Seaplane Base","44","-70","US","US-ME"

